/v1/sentiment	document	{"sentiment":{"label":"POSITIVE","positive":0.759,"negative":0.0,"neutral":0.241,"confidence":0.818},"wordCount":21}
/v1/sentiment	sentence	[{"sentiment":{"label":"NEUTRAL","positive":0.0,"negative":0.0,"neutral":1.0,"confidence":0.881},"start":0,"end":7,"sentenceIndex":0,"text":"TheySay is a company based in Oxford ."},{"sentiment":{"label":"POSITIVE","positive":0.881,"negative":0.0,"neutral":0.119,"confidence":0.756},"start":8,"end":20,"sentenceIndex":1,"text":"The provide high quality text analysis as a software as a service ."}]
/v1/sentiment	entity	[{"sentiment":{"label":"NEUTRAL","positive":0.0,"negative":0.0,"neutral":1.0,"confidence":0.967},"start":0,"end":0,"sentence":"TheySay is a company based in Oxford .","sentenceHtml":" <span class="entityMention">TheySay</span> is a company based in Oxford .","text":"TheySay","headNoun":"TheySay","headNounIndex":0,"salience":1.0},{"sentiment":{"label":"NEUTRAL","positive":0.0,"negative":0.0,"neutral":1.0,"confidence":0.967},"start":3,"end":3,"sentence":"TheySay is a company based in Oxford .","sentenceHtml":"TheySay is a <span class="entityMention">company</span> based in Oxford .","text":"company","headNoun":"company","headNounIndex":3,"salience":1.0},{"sentiment":{"label":"NEUTRAL","positive":0.0,"negative":0.0,"neutral":1.0,"confidence":0.943},"start":6,"end":6,"sentence":"TheySay is a company based in Oxford .","sentenceHtml":"TheySay is a company based in <span class="entityMention">Oxford</span> .","text":"Oxford","headNoun":"Oxford","headNounIndex":6,"salience":0.7},{"sentiment":{"label":"POSITIVE","positive":1.0,"negative":0.0,"neutral":0.0,"confidence":0.838},"start":10,"end":13,"sentence":"The provide high quality text analysis as a software as a service .","sentenceHtml":"The provide <span class="entityMention">high quality text analysis</span> as a software as a service .","text":"high quality text analysis","headNoun":"analysis","headNounIndex":13,"salience":0.9},{"sentiment":{"label":"POSITIVE","positive":1.0,"negative":0.0,"neutral":0.0,"confidence":0.833},"start":16,"end":16,"sentence":"The provide high quality text analysis as a software as a service .","sentenceHtml":"The provide high quality text analysis as a <span class="entityMention">software</span> as a service .","text":"software","headNoun":"software","headNounIndex":16,"salience":0.7},{"sentiment":{"label":"POSITIVE","positive":1.0,"negative":0.0,"neutral":0.0,"confidence":0.819},"start":19,"end":19,"sentence":"The provide high quality text analysis as a software as a service .","sentenceHtml":"The provide high quality text analysis as a software as a <span class="entityMention">service</span> .","text":"service","headNoun":"service","headNounIndex":19,"salience":0.7}]
/v1/sentiment	entityaggregate	[{"category":"analysis","frequency":1,"sentiment":{"label":"POSITIVE","positive":1.0,"negative":0.0,"neutral":0.0,"confidence":0.838},"salience":0.9,"mentions":[{"sentiment":{"label":"POSITIVE","positive":1.0,"negative":0.0,"neutral":0.0,"confidence":0.838},"start":10,"end":13,"sentence":"The provide high quality text analysis as a software as a service .","sentenceHtml":"The provide <span class="entityMention">high quality text analysis</span> as a software as a service .","text":"high quality text analysis","headNoun":"analysis","headNounIndex":13,"salience":0.9}]},{"category":"company","frequency":1,"sentiment":{"label":"NEUTRAL","positive":0.0,"negative":0.0,"neutral":1.0,"confidence":0.967},"salience":1.0,"mentions":[{"sentiment":{"label":"NEUTRAL","positive":0.0,"negative":0.0,"neutral":1.0,"confidence":0.967},"start":3,"end":3,"sentence":"TheySay is a company based in Oxford .","sentenceHtml":"TheySay is a <span class="entityMention">company</span> based in Oxford .","text":"company","headNoun":"company","headNounIndex":3,"salience":1.0}]},{"category":"software","frequency":1,"sentiment":{"label":"POSITIVE","positive":1.0,"negative":0.0,"neutral":0.0,"confidence":0.833},"salience":0.7,"mentions":[{"sentiment":{"label":"POSITIVE","positive":1.0,"negative":0.0,"neutral":0.0,"confidence":0.833},"start":16,"end":16,"sentence":"The provide high quality text analysis as a software as a service .","sentenceHtml":"The provide high quality text analysis as a <span class="entityMention">software</span> as a service .","text":"software","headNoun":"software","headNounIndex":16,"salience":0.7}]},{"category":"oxford","frequency":1,"sentiment":{"label":"NEUTRAL","positive":0.0,"negative":0.0,"neutral":1.0,"confidence":0.943},"salience":0.7,"mentions":[{"sentiment":{"label":"NEUTRAL","positive":0.0,"negative":0.0,"neutral":1.0,"confidence":0.943},"start":6,"end":6,"sentence":"TheySay is a company based in Oxford .","sentenceHtml":"TheySay is a company based in <span class="entityMention">Oxford</span> .","text":"Oxford","headNoun":"Oxford","headNounIndex":6,"salience":0.7}]},{"category":"service","frequency":1,"sentiment":{"label":"POSITIVE","positive":1.0,"negative":0.0,"neutral":0.0,"confidence":0.819},"salience":0.7,"mentions":[{"sentiment":{"label":"POSITIVE","positive":1.0,"negative":0.0,"neutral":0.0,"confidence":0.819},"start":19,"end":19,"sentence":"The provide high quality text analysis as a software as a service .","sentenceHtml":"The provide high quality text analysis as a software as a <span class="entityMention">service</span> .","text":"service","headNoun":"service","headNounIndex":19,"salience":0.7}]},{"category":"theysay","frequency":1,"sentiment":{"label":"NEUTRAL","positive":0.0,"negative":0.0,"neutral":1.0,"confidence":0.967},"salience":1.0,"mentions":[{"sentiment":{"label":"NEUTRAL","positive":0.0,"negative":0.0,"neutral":1.0,"confidence":0.967},"start":0,"end":0,"sentence":"TheySay is a company based in Oxford .","sentenceHtml":" <span class="entityMention">TheySay</span> is a company based in Oxford .","text":"TheySay","headNoun":"TheySay","headNounIndex":0,"salience":1.0}]}]
/v1/sentiment	entityrelation	[{"entity1":{"head":"analysis","headIndex":13,"text":"high quality text analysis"},"entity2":{"head":"software","headIndex":16,"text":"software"},"sentiment":{"label":"POSITIVE","positive":0.885,"negative":0.0,"neutral":0.115},"salience":0.707,"sentence":"The provide high quality text analysis as a software as a service .","sentenceHtml":"The provide <span class="entity1">high quality text analysis</span> as a <span class="entity2">software</span> as a service ."},{"entity1":{"head":"analysis","headIndex":13,"text":"high quality text analysis"},"entity2":{"head":"service","headIndex":19,"text":"service"},"sentiment":{"label":"POSITIVE","positive":0.792,"negative":0.0,"neutral":0.208},"salience":0.7,"sentence":"The provide high quality text analysis as a software as a service .","sentenceHtml":"The provide <span class="entity1">high quality text analysis</span> as a software as a <span class="entity2">service</span> ."},{"entity1":{"head":"software","headIndex":16,"text":"software"},"entity2":{"head":"service","headIndex":19,"text":"service"},"sentiment":{"label":"POSITIVE","positive":1.0,"negative":0.0,"neutral":0.0},"salience":0.7,"sentence":"The provide high quality text analysis as a software as a service .","sentenceHtml":"The provide high quality text analysis as a <span class="entity1">software</span> as a <span class="entity2">service</span> ."},{"entity1":{"head":"company","headIndex":3,"text":"company"},"entity2":{"head":"Oxford","headIndex":6,"text":"Oxford"},"sentiment":{"label":"NEUTRAL","positive":0.0,"negative":0.0,"neutral":1.0},"salience":0.707,"sentence":"TheySay is a company based in Oxford .","sentenceHtml":"TheySay is a <span class="entity1">company</span> based in <span class="entity2">Oxford</span> ."},{"entity1":{"head":"TheySay","headIndex":0,"text":"TheySay"},"entity2":{"head":"company","headIndex":3,"text":"company"},"sentiment":{"label":"NEUTRAL","positive":0.0,"negative":0.0,"neutral":1.0},"salience":1.0,"sentence":"TheySay is a company based in Oxford .","sentenceHtml":" <span class="entity1">TheySay</span> is a <span class="entity2">company</span> based in Oxford ."},{"entity1":{"head":"TheySay","headIndex":0,"text":"TheySay"},"entity2":{"head":"Oxford","headIndex":6,"text":"Oxford"},"sentiment":{"label":"NEUTRAL","positive":0.0,"negative":0.0,"neutral":1.0},"salience":0.7,"sentence":"TheySay is a company based in Oxford .","sentenceHtml":" <span class="entity1">TheySay</span> is a company based in <span class="entity2">Oxford</span> ."}]
/v1/sentiment	word	[{"sentiment":{"label":"NEUTRAL","timelineY":0.0},"wordIndex":0,"text":"TheySay"},{"sentiment":{"label":"NEUTRAL","timelineY":0.0},"wordIndex":1,"text":"is"},{"sentiment":{"label":"NEUTRAL","timelineY":0.0},"wordIndex":2,"text":"a"},{"sentiment":{"label":"NEUTRAL","timelineY":0.0},"wordIndex":3,"text":"company"},{"sentiment":{"label":"NEUTRAL","timelineY":0.0},"wordIndex":4,"text":"based"},{"sentiment":{"label":"NEUTRAL","timelineY":0.0},"wordIndex":5,"text":"in"},{"sentiment":{"label":"NEUTRAL","timelineY":0.0},"wordIndex":6,"text":"Oxford"},{"sentiment":{"label":"NEUTRAL","timelineY":0.0},"wordIndex":7,"text":"."},{"sentiment":{"label":"POSITIVE","timelineY":0.05},"wordIndex":8,"text":"The"},{"sentiment":{"label":"POSITIVE","timelineY":0.053},"wordIndex":9,"text":"provide"},{"sentiment":{"label":"POSITIVE","timelineY":0.055},"wordIndex":10,"text":"high"},{"sentiment":{"label":"POSITIVE","timelineY":0.058},"wordIndex":11,"text":"quality"},{"sentiment":{"label":"POSITIVE","timelineY":0.06},"wordIndex":12,"text":"text"},{"sentiment":{"label":"POSITIVE","timelineY":0.063},"wordIndex":13,"text":"analysis"},{"sentiment":{"label":"POSITIVE","timelineY":0.065},"wordIndex":14,"text":"as"},{"sentiment":{"label":"POSITIVE","timelineY":0.068},"wordIndex":15,"text":"a"},{"sentiment":{"label":"POSITIVE","timelineY":0.07},"wordIndex":16,"text":"software"},{"sentiment":{"label":"POSITIVE","timelineY":0.073},"wordIndex":17,"text":"as"},{"sentiment":{"label":"POSITIVE","timelineY":0.075},"wordIndex":18,"text":"a"},{"sentiment":{"label":"POSITIVE","timelineY":0.078},"wordIndex":19,"text":"service"},{"sentiment":{"label":"NEUTRAL","timelineY":0.078},"wordIndex":20,"text":"."}]
/v1/multilingual/sentiment	document	{"sentiment":{"label":"POSITIVE","positive":0.759,"negative":0.000,"neutral":0.241,"confidence":0.818},"wordCount":21}
/v1/multilingual/sentiment	sentence	[{"sentiment":{"label":"NEUTRAL","positive":0.000,"negative":0.000,"neutral":1.000,"confidence":0.881},"start":0,"end":7,"sentenceIndex":0,"text":"TheySay is a company based in Oxford ."},{"sentiment":{"label":"POSITIVE","positive":0.881,"negative":0.000,"neutral":0.119,"confidence":0.756},"start":8,"end":20,"sentenceIndex":1,"text":"The provide high quality text analysis as a software as a service ."}]
/v1/topic	document	{"scores":[{"label":"TECHNOLOGY","confidence":0.888,"classifier":"DEFAULT"},{"label":"COMPUTING","confidence":0.626,"classifier":"DEFAULT"}]}
/v1/risk	document	[]
/v1/intent	document	[]
/v1/speculation	document	[{"start":8,"end":20,"sentenceIndex":1,"speculationType":"SPECULATION.SEARCH","text":"The provide high quality text analysis as a software as a service ."}]
/v1/comparison	document	[]
/v1/ad	document	{"score":{"label":"NOT_AD","confidence":1.0}}
/v1/gender	document	{"score":{"label":"MALE","confidence":0.779}}
/v1/humour	document	{"score":{"label":"NOT_HUMOUR","confidence":0.864}}
/v1/emotion	document	{"emotions":[{"dimension":"anger1D","score":0.0},{"dimension":"calm2D","score":0.0},{"dimension":"fear1D","score":0.0},{"dimension":"happy2D","score":0.0},{"dimension":"like2D","score":0.0},{"dimension":"shame1D","score":0.0},{"dimension":"sure2D","score":0.0},{"dimension":"surprise1D","score":0.0}]}
/v1/emotion	sentence	[{"emotions":[{"dimension":"anger1D","score":0.0},{"dimension":"calm2D","score":0.0},{"dimension":"fear1D","score":0.0},{"dimension":"happy2D","score":0.0},{"dimension":"like2D","score":0.0},{"dimension":"shame1D","score":0.0},{"dimension":"sure2D","score":0.0},{"dimension":"surprise1D","score":0.0}],"start":0,"end":7,"sentenceIndex":0,"text":"TheySay is a company based in Oxford ."},{"emotions":[{"dimension":"anger1D","score":0.0},{"dimension":"calm2D","score":0.0},{"dimension":"fear1D","score":0.0},{"dimension":"happy2D","score":0.0},{"dimension":"like2D","score":0.0},{"dimension":"shame1D","score":0.0},{"dimension":"sure2D","score":0.0},{"dimension":"surprise1D","score":0.0}],"start":8,"end":20,"sentenceIndex":1,"text":"The provide high quality text analysis as a software as a service ."}]
/v1/namedentity	document	[{"head":"TheySay","headIndex":0,"start":0,"end":0,"sentence":"TheySay is a company based in Oxford .","sentenceHtml":"TheySay is a company based in Oxford .","text":"TheySay","namedEntityTypes":["ORG.COMPANY.EXCELLENT"]},{"head":"company","headIndex":3,"start":2,"end":6,"sentence":"TheySay is a company based in Oxford .","sentenceHtml":"TheySay is a company based in Oxford .","text":"a company based in Oxford","namedEntityTypes":["ORGANISATION.COMPANY"]},{"head":"Oxford","headIndex":6,"start":6,"end":6,"sentence":"TheySay is a company based in Oxford .","sentenceHtml":"TheySay is a company based in Oxford .","text":"Oxford","namedEntityTypes":["ENTITY"]},{"head":"high","headIndex":10,"start":10,"end":10,"sentence":"The provide high quality text analysis as a software as a service .","sentenceHtml":"The provide high quality text analysis as a software as a service .","text":"high","namedEntityTypes":["OTHER"]},{"head":"quality","headIndex":11,"start":11,"end":11,"sentence":"The provide high quality text analysis as a software as a service .","sentenceHtml":"The provide high quality text analysis as a software as a service .","text":"quality","namedEntityTypes":["OTHER"]},{"head":"text","headIndex":12,"start":12,"end":12,"sentence":"The provide high quality text analysis as a software as a service .","sentenceHtml":"The provide high quality text analysis as a software as a service .","text":"text","namedEntityTypes":["OTHER"]},{"head":"analysis","headIndex":13,"start":10,"end":13,"sentence":"The provide high quality text analysis as a software as a service .","sentenceHtml":"The provide high quality text analysis as a software as a service .","text":"high quality text analysis","namedEntityTypes":["OTHER"]},{"head":"software","headIndex":16,"start":15,"end":19,"sentence":"The provide high quality text analysis as a software as a service .","sentenceHtml":"The provide high quality text analysis as a software as a service .","text":"a software as a service","namedEntityTypes":["OTHER"]},{"head":"service","headIndex":19,"start":18,"end":19,"sentence":"The provide high quality text analysis as a software as a service .","sentenceHtml":"The provide high quality text analysis as a software as a service .","text":"a service","namedEntityTypes":["OTHER"]}]
/v1/postag	document	[{"posTag":"NNP","posTaggedWord":"TheySay/NNP","sentenceIndex":0,"stem":"theysay","text":"TheySay","wordIndex":0},{"posTag":"VBZ","posTaggedWord":"is/VBZ","sentenceIndex":0,"stem":"be","text":"is","wordIndex":1},{"posTag":"DT","posTaggedWord":"a/DT","sentenceIndex":0,"stem":"a","text":"a","wordIndex":2},{"posTag":"NN","posTaggedWord":"company/NN","sentenceIndex":0,"stem":"company","text":"company","wordIndex":3},{"posTag":"VBN","posTaggedWord":"based/VBN","sentenceIndex":0,"stem":"base","text":"based","wordIndex":4},{"posTag":"IN","posTaggedWord":"in/IN","sentenceIndex":0,"stem":"in","text":"in","wordIndex":5},{"posTag":"NNP","posTaggedWord":"Oxford/NNP","sentenceIndex":0,"stem":"oxford","text":"Oxford","wordIndex":6},{"posTag":".","posTaggedWord":"./.","sentenceIndex":0,"stem":".","text":".","wordIndex":7},{"posTag":"DT","posTaggedWord":"The/DT","sentenceIndex":1,"stem":"the","text":"The","wordIndex":8},{"posTag":"VBP","posTaggedWord":"provide/VBP","sentenceIndex":1,"stem":"provide","text":"provide","wordIndex":9},{"posTag":"JJ","posTaggedWord":"high/JJ","sentenceIndex":1,"stem":"high","text":"high","wordIndex":10},{"posTag":"NN","posTaggedWord":"quality/NN","sentenceIndex":1,"stem":"quality","text":"quality","wordIndex":11},{"posTag":"NN","posTaggedWord":"text/NN","sentenceIndex":1,"stem":"text","text":"text","wordIndex":12},{"posTag":"NN","posTaggedWord":"analysis/NN","sentenceIndex":1,"stem":"analysis","text":"analysis","wordIndex":13},{"posTag":"IN","posTaggedWord":"as/IN","sentenceIndex":1,"stem":"as","text":"as","wordIndex":14},{"posTag":"DT","posTaggedWord":"a/DT","sentenceIndex":1,"stem":"a","text":"a","wordIndex":15},{"posTag":"NN","posTaggedWord":"software/NN","sentenceIndex":1,"stem":"software","text":"software","wordIndex":16},{"posTag":"IN","posTaggedWord":"as/IN","sentenceIndex":1,"stem":"as","text":"as","wordIndex":17},{"posTag":"DT","posTaggedWord":"a/DT","sentenceIndex":1,"stem":"a","text":"a","wordIndex":18},{"posTag":"NN","posTaggedWord":"service/NN","sentenceIndex":1,"stem":"service","text":"service","wordIndex":19},{"posTag":".","posTaggedWord":"./.","sentenceIndex":1,"stem":".","text":".","wordIndex":20}]
